Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	Absolute score
MB.4888	0.06233380791383553	0	0.14013838064938217	0.07776527386911415	0	0.091613152862174	0	0.051681902291479405	0	0.012439191605639114	0.010190048290630773	0	0.012676911272681786	0.34892968441479094	0.3358437894088835	0.12763399042830642	0.01777434774258939	0	0.031832494710695186	0	0	0	0	0.5865419919327138	1.3208529754602023
MB.4945	0.006496076909780311	0	0.09335467055100027	0.0930415380705232	0.04243203265282362	0.12890614055377755	0	0.0974008694774804	0.021843307469348403	0.030458313721442185	0	0.019175395701905105	0.017778916172478093	0.3277098216636281	0.16109036806058508	0.08722937715686617	0.0053420344365110286	0	0.06279675126624612	0	0	0	0.009	0.27924647276715614	1.1950556138643957
MB.5072	0.0076319745399069175	0	0	0.04094405028509396	0	0.13652347192840864	0	0.020357216331609692	0	0.05788728637016246	0	0.056564038785863996	0	0.15785161983713072	0.06882749109115929	0.3364975568781884	0.028316395605277458	0	0.13484763043085538	0	0	0.004342414706572435	0.061	0.14629244709335967	1.0505911467902294
MB.5115	0.030445453174872707	0	0.02922618009000815	0	0.057399846592838144	0.005876167125348449	0	0.10628902001217548	0.04413224386063514	0.042914808461845505	0.05698821404800565	0	0.025710970412759885	0.34592769877453755	0.2563131313343457	0.1350603091058345	0	0	0.029394822135804275	0	0	0	0.006	0.3048433996073317	1.165678865129011
MB.4733	0.15410909553026092	0	0	0.23572096958361294	0	0.0181518739174345	0.059249342939455725	0.15603955561696076	0.013802763036365233	0	0	0.10633247994587254	0.023282192526620345	0.22359909992277177	0.2043905432406677	0.2032307993121659	0	0	0.12610988150327057	0	0	0	0	0.5388242736043862	1.524018597075459
MB.4758	0.0651912317341572	0	0.01229675029759082	0.035733237359036565	0	0.004922904113362301	0	0.08374883253506518	0.004807146212968324	0	0.023931748923088386	0	0	0.41464889853418707	0.012959397081361533	0.20306920381660615	0	0.029086746074227014	0	0.07066772452785511	0	0.006244242624710042	0.003	0.36438224878117303	0.9673080638342156
MB.4732	0	0	0.0714142712030743	0.18687622184576153	0	0	0.00892060138575655	0.10082065619145807	0.002329760112058553	0.014330718288799	0	0.12498502813044665	0.05572287008808216	0.257229739305352	0.23447854160354079	0.1348369353061062	0.01248023251576827	0.0033394747757992138	0.013751890121327671	0	0	0	0.001	0.4513810432221736	1.2215169408733308
MB.5236	0.14788854829568987	0	0.04629295857184513	0.12302090511183027	0.321461053071766	0	0	0.10708357930663709	0.02176694106650195	0	0.05364171828445885	0.026893164922367995	0.01971369946031565	0.21983478021159183	0.12111200896592621	0.11548743279646555	0	0	0.013864566402892036	0	0	0	0.007	0.2921934551785328	1.3380613564682884
MB.4993	0.013228098294553733	0	0.02369715984351344	0	0	0.04538393588617616	0	0.08127418977525307	0.027621932131459366	0.03562566286310604	0.009771452381589853	0.025370636061105224	0	0.5715506251857044	0.0875372789096487	0.1833665265299877	0	0	0.06954912739044895	0	0	0	0.01	0.27433964387165866	1.1739766252525468
MB.5232	0.005769340219332442	0	0.029443742061134478	0.14537827099874795	0	0.10067235509285326	0	0.174449309993623	0.08624161340756269	0.08439014603627161	0	0.03382187186144586	0.043993752089444685	0.2235946407167797	0.1673417902021983	0.127100145287407	0.01636239975565146	0	0.038319633862615436	0	0	0	0.006	0.31405977906768573	1.276879011585068
MB.5126	0.11619624324642638	0	0.01686601748905586	0.07333487587181815	0.1139484690211731	0.0450010227531976	0	0.06876206404090794	0.0913110195480145	0.07624604840580675	0	0.08327398069639276	0	0.2705559152946169	0.18216086461277659	0.12877309623832256	0	0	0.033716429158412525	0	0	0	0.003	0.35530691145750165	1.3001460463769217
MB.4938	0.00802494315557387	0	0.024273357694857535	0.015616220831435386	0	0.1718281612236117	0	0.04608623672320727	0.03116347254926865	0	0.00223062060623367	0.025328203683327385	0.029685473510079604	0.36260239478888084	0.06473584684630854	0.20900367165403586	0.0018588660931200289	0	0	0.12359632218829997	0	0	0.094	0.11519959062981754	1.1160337915482403
MB.5070	0	0	0.48411421289335993	0.015133488980416587	0	0.13055637574644885	0.0035335263589082013	0.08844334766001836	0	0.061707753447751486	0	0.04672363872258895	0	0.15103446654951352	0.14224057069631624	0.1921449487545049	0.007470102220501792	0	0.022030196022749762	0	0	0	0	0.48418132324044516	1.3451326280530786
